,startTimeLocal,activityName,activityType,distance,duration,averageHR,averageSpeed,pace,date,month,year
40,2024-12-27 17:26:36,Austin Running,running,8.018330325824563,84.30333658854167,136.0,2.5510001182556152,10.513826839613564,2024-12-27 17:26:36,12,2024
41,2024-12-26 18:05:04,Austin Running,running,10.07893945946009,82.70911458333333,165.0,3.2690000534057617,8.20613269044915,2024-12-26 18:05:04,12,2024
42,2024-12-24 08:32:56,Austin Running,running,7.092920030493867,74.12950032552084,141.0,2.565999984741211,10.451196405263762,2024-12-24 08:32:56,12,2024
43,2024-12-23 17:31:06,Austin Running,running,8.043067514283806,82.89173177083333,142.0,2.6029999256134033,10.305984827756903,2024-12-23 17:31:06,12,2024
44,2024-12-22 16:30:48,Austin Running,running,10.096014466722384,103.364013671875,151.0,2.619999885559082,10.23810078844227,2024-12-22 16:30:48,12,2024
45,2024-12-21 17:14:57,Austin Running,running,8.049933561661923,75.7287353515625,154.0,2.8510000705718994,9.407373957994277,2024-12-21 17:14:57,12,2024
46,2024-12-20 18:02:24,Austin Running,running,8.025563492837126,79.86343587239584,145.0,2.694999933242798,9.951131274916028,2024-12-20 18:02:24,12,2024
47,2024-12-19 18:08:00,Austin Running,running,10.098668043848722,81.9877197265625,174.0,3.303999900817871,8.118666676691356,2024-12-19 18:08:00,12,2024
48,2024-12-17 17:56:37,Austin - 4 x 1.5 Miles Workout,running,10.087489402682156,101.0228515625,144.0,2.677999973297119,10.014667429106701,2024-12-17 17:56:37,12,2024
49,2024-12-16 17:29:38,Austin Running,running,7.052965884889147,72.848681640625,139.0,2.596999883651733,10.32880107880601,2024-12-16 17:29:38,12,2024
50,2024-12-15 17:54:00,Austin Running,running,8.010345928882337,82.3352294921875,142.0,2.609999895095825,10.278610964267745,2024-12-15 17:54:00,12,2024
51,2024-12-14 08:59:50,Austin Running,running,16.017523099531484,165.87333984375,158.0,2.589999914169311,10.355742196407498,2024-12-14 08:59:50,12,2024
52,2024-12-13 16:30:12,Austin Running,running,4.055109426651609,42.251835123697916,140.0,2.5739998817443848,10.41940689590371,2024-12-13 16:30:12,12,2024
53,2024-12-12 18:00:20,Austin Running,running,9.050461388674861,73.24925130208334,174.0,3.313999891281128,8.093427302363008,2024-12-12 18:00:20,12,2024
54,2024-12-11 18:00:46,Austin Running,running,7.065244064531113,67.32484944661458,153.0,2.815000057220459,9.529019639193825,2024-12-11 18:00:46,12,2024
55,2024-12-10 17:59:09,Austin - 4 x 1 Mile @ 10k,running,8.056513801853555,67.23921712239583,172.0,3.2139999866485596,8.34594450852007,2024-12-10 17:59:09,12,2024
56,2024-12-08 17:06:29,Austin Running,running,5.23754472912809,48.04161783854167,152.0,2.9240000247955322,9.17254559590927,2024-12-08 17:06:29,12,2024
57,2024-12-08 08:19:21,Austin Running,running,3.1701256779759097,21.895633951822916,179.0,3.8829998970031743,6.906866217935889,2024-12-08 08:19:21,12,2024
58,2024-12-08 07:47:08,Austin Running,running,1.0080157022346894,9.627683512369792,145.0,2.808000087738037,9.55112454203441,2024-12-08 07:47:08,12,2024
59,2024-12-07 15:20:38,Austin Running,running,8.014950397950402,77.33134765625,145.0,2.7799999713897705,9.648387552844408,2024-12-07 15:20:38,12,2024
60,2024-12-06 16:24:14,Austin Running,running,6.021002301409274,54.95994873046875,152.0,2.937999963760376,9.128039814501458,2024-12-06 16:24:14,12,2024
61,2024-12-05 16:54:39,Austin Running,running,6.01651616015727,55.0517333984375,152.0,2.930999994277954,9.150101476166975,2024-12-05 16:54:39,12,2024
62,2024-12-04 16:30:00,Austin Running,running,7.058123157241479,67.229248046875,150.0,2.815999984741211,9.52508854679013,2024-12-04 16:30:00,12,2024
63,2024-12-03 17:05:57,Austin - 5 x 1K Workout,running,7.563063143314962,68.40333658854166,147.0,2.9660000801086426,9.044395807934487,2024-12-03 17:05:57,12,2024
64,2024-12-02 17:08:22,Austin Running,running,6.02359944526949,58.166499837239584,139.0,2.778000116348266,9.65643555248672,2024-12-02 17:08:22,12,2024
65,2024-12-01 14:07:14,Austin Running,running,6.528638948070327,64.66171468098959,142.0,2.7079999446868896,9.904317759845133,2024-12-01 14:07:14,12,2024
66,2024-11-30 09:27:17,Austin Running,running,13.456832701992743,138.83722330729168,148.0,2.5999999046325684,10.317228903851356,2024-11-30 09:27:17,11,2024
67,2024-11-29 16:41:01,Austin Running,running,7.089868993267427,68.12735188802084,149.0,2.790999889373779,9.609112940269403,2024-11-29 16:41:01,11,2024
68,2024-11-28 09:00:40,Cedar Park Running,running,3.105024444220923,22.185750325520832,123.0,3.7539999485015874,7.145112936812137,2024-11-28 09:00:40,11,2024
69,2024-11-28 08:35:10,Cedar Park Running,running,1.0083822909109867,9.471583048502604,145.0,2.855999946594238,9.392849451913563,2024-11-28 08:35:10,11,2024
70,2024-11-27 07:03:18,Austin Running,running,6.0164785379798555,62.174784342447914,147.0,2.5959999561309814,10.334082295808248,2024-11-27 07:03:18,11,2024
71,2024-11-25 16:37:40,Austin Running,running,8.011787707810345,76.963720703125,142.0,2.79200005531311,9.606310540167758,2024-11-25 16:37:40,11,2024
72,2024-11-24 17:24:57,Austin Running,running,7.0767145809772956,72.84349772135417,145.0,2.6059999465942383,10.293406196875962,2024-11-24 17:24:57,11,2024
73,2024-11-23 07:55:49,Austin Running,running,14.380012973097669,149.68624674479167,156.0,2.5769999027252197,10.40932626589606,2024-11-23 07:55:49,11,2024
74,2024-11-22 18:39:56,Austin Running,running,6.035275063263512,63.46083170572917,135.0,2.5510001182556152,10.514985819289798,2024-11-22 18:39:56,11,2024
75,2024-11-21 16:58:13,Austin Running,running,7.076553169700001,69.67041829427083,148.0,2.7239999771118164,9.8452476260027,2024-11-21 16:58:13,11,2024
76,2024-11-20 17:32:25,Austin Running,running,9.127741588749116,74.93226725260416,174.0,3.2669999599456787,8.209288850263457,2024-11-20 17:32:25,11,2024
77,2024-11-18 16:58:28,Austin - 6 x 800M Workout,running,7.576223623698224,68.75298665364583,147.0,2.9560000896453857,9.074835969544027,2024-11-18 16:58:28,11,2024
78,2024-11-17 16:40:13,Austin Running,running,8.02821039506102,81.122119140625,154.0,2.6540000438690186,10.10463293170936,2024-11-17 16:40:13,11,2024
79,2024-11-16 08:12:54,Austin Running,running,13.07061920569923,135.62701822916668,161.0,2.5850000381469727,10.376479958197292,2024-11-16 08:12:54,11,2024
80,2024-11-15 14:29:35,Austin Running,running,8.00987989932985,81.49491373697917,156.0,2.635999917984009,10.174299085782483,2024-11-15 14:29:35,11,2024
81,2024-11-14 17:59:01,Austin Running,running,8.011818655085316,64.85403238932291,170.0,3.313999891281128,8.094795349387784,2024-11-14 17:59:01,11,2024
82,2024-11-12 17:20:07,Austin - 8 x 600M Workout,running,7.052624251245852,68.05943196614584,151.0,2.7790000438690186,9.6502279919596,2024-11-12 17:20:07,11,2024
83,2024-11-11 09:35:53,Austin Running,running,6.020138811756683,63.73684895833333,148.0,2.532999992370605,10.58727231236963,2024-11-11 09:35:53,11,2024
84,2024-11-10 15:58:25,Austin Running,running,4.835510197017877,51.834598795572916,153.0,2.502000093460083,10.719571810134946,2024-11-10 15:58:25,11,2024
85,2024-11-09 09:03:00,Austin Running,running,10.11397844962842,107.811865234375,155.0,2.5160000324249268,10.659689040402883,2024-11-09 09:03:00,11,2024
86,2024-11-08 16:23:59,Austin Running,running,7.012259902545454,72.06348470052083,145.0,2.609999895095825,10.27678461751849,2024-11-08 16:23:59,11,2024
87,2024-11-07 17:29:02,Austin Running,running,6.014136254031156,64.06175130208334,151.0,2.51799988746643,10.651862311756576,2024-11-07 17:29:02,11,2024
88,2024-11-06 18:07:57,Austin Running,running,8.012321700005904,67.51444905598959,169.0,3.183000087738037,8.426327796591073,2024-11-06 18:07:57,11,2024
89,2024-11-04 17:33:28,Austin - 12 x 400M Workout,running,9.044875708947457,86.77783203125,156.0,2.7960000038146973,9.594143117456753,2024-11-04 17:33:28,11,2024
90,2024-11-03 18:07:26,Austin Running,running,2.0130239058111554,20.277750651041668,148.0,2.663000106811523,10.073278609610288,2024-11-03 18:07:26,11,2024
91,2024-11-02 17:07:03,Austin Running,running,9.001982179029913,94.67275390625,151.0,2.549999952316284,10.516878618887944,2024-11-02 17:07:03,11,2024
92,2024-11-01 15:27:21,Austin Running,running,5.008419600581605,52.4635009765625,150.0,2.561000108718872,10.475061029325529,2024-11-01 15:27:21,11,2024
93,2024-10-31 17:47:38,Austin Running,running,6.024376161190302,60.792317708333336,158.0,2.6579999923706055,10.091056083111837,2024-10-31 17:47:38,10,2024
94,2024-10-30 17:54:37,Austin Running,running,6.020990165223011,63.987300618489584,151.0,2.5239999294281006,10.627371721694146,2024-10-30 17:54:37,10,2024
95,2024-10-28 17:50:13,Austin Running,running,7.091466115379597,70.17010091145833,148.0,2.7109999656677246,9.895006162305018,2024-10-28 17:50:13,10,2024
96,2024-10-20 09:06:40,Amsterdam - TCS Amsterdam Marathon,running,26.574267246200307,212.28719075520834,171.0,3.3580000400543213,7.9884494570800255,2024-10-20 09:06:40,10,2024
97,2024-10-19 08:58:07,Amsterdam Running,running,3.032883008814949,32.81271565755208,133.0,2.4790000915527344,10.81898495991546,2024-10-19 08:58:07,10,2024
98,2024-10-18 08:52:32,Amsterdam Running,running,4.03059008273578,43.14143473307292,135.0,2.50600004196167,10.703503419477103,2024-10-18 08:52:32,10,2024
99,2024-10-15 17:50:34,Austin Running,running,5.021126794407956,49.749715169270836,146.0,2.7070000171661377,9.908077849114912,2024-10-15 17:50:34,10,2024
100,2024-10-14 18:18:17,Austin Running,running,6.015739444236457,59.79840087890625,140.0,2.6979999542236324,9.940324283193105,2024-10-14 18:18:17,10,2024
101,2024-10-13 17:54:43,Austin Running,running,7.695912513048828,79.51148274739583,146.0,2.5959999561309814,10.33165106965287,2024-10-13 17:54:43,10,2024
102,2024-10-12 17:32:20,Austin Running,running,10.09467220452173,103.97953287760417,143.0,2.6040000915527344,10.30043678199163,2024-10-12 17:32:20,10,2024
103,2024-10-11 18:19:14,Austin Running,running,7.064747087703656,71.93390299479167,141.0,2.6340000629425044,10.18209174394851,2024-10-11 18:19:14,10,2024
104,2024-10-10 18:38:25,Austin Running,running,5.027421227413101,52.120601399739584,138.0,2.5869998931884766,10.367263661047684,2024-10-10 18:38:25,10,2024
105,2024-10-09 07:26:16,Nashville Running,running,12.024681410547181,98.85641276041666,164.0,3.263000011444092,8.221125315944501,2024-10-09 07:26:16,10,2024
106,2024-10-08 05:39:52,Nashville Running,running,8.200032092930954,79.1753662109375,144.0,2.778000116348266,9.655494675343117,2024-10-08 05:39:52,10,2024
107,2024-10-06 17:25:01,Austin Running,running,6.762374613778008,67.436865234375,147.0,2.690000057220459,9.972364603548534,2024-10-06 17:25:01,10,2024
108,2024-10-05 06:45:41,Austin Running,running,10.104602032121864,108.95165201822917,140.0,2.48799991607666,10.782379322993528,2024-10-05 06:45:41,10,2024
109,2024-10-04 18:16:52,Austin Running,running,7.1294444898607505,75.72623697916667,140.0,2.5250000953674316,10.621618148070569,2024-10-04 18:16:52,10,2024
110,2024-10-03 18:19:17,Austin Running,running,8.012918193560715,83.01319986979166,140.0,2.5889999866485596,10.359921050548369,2024-10-03 18:19:17,10,2024
111,2024-10-02 18:21:01,Austin Running - 10 mile tempo,running,12.02243742970721,100.90091959635417,166.0,3.196000099182129,8.39271738250265,2024-10-02 18:21:01,10,2024
112,2024-09-30 18:20:58,Austin - 4 x 1.5 Miles Workout,running,11.003547552878821,98.430615234375,157.0,2.997999906539917,8.945352829290307,2024-09-30 18:20:58,9,2024
113,2024-09-29 18:15:13,Austin Running,running,8.028682492706638,80.10841471354166,139.0,2.687999963760376,9.977778394688444,2024-09-29 18:15:13,9,2024
114,2024-09-28 06:43:45,Austin Running,running,19.030639598375732,191.724755859375,146.0,2.661999940872192,10.074530331378812,2024-09-28 06:43:45,9,2024
115,2024-09-27 06:42:57,Austin Running,running,6.419979424795258,65.80161539713542,140.0,2.617000102996826,10.249505651528459,2024-09-27 06:42:57,9,2024
116,2024-09-26 18:24:15,Austin Running,running,7.061472137840668,71.85545247395834,143.0,2.635999917984009,10.175704310848001,2024-09-26 18:24:15,9,2024
117,2024-09-25 18:31:12,Austin Running - 10 mile tempo,running,12.034299338160364,101.51563313802083,168.0,3.1800000667572026,8.435525017739764,2024-09-25 18:31:12,9,2024
118,2024-09-23 18:27:00,Austin - 3 x 2 Miles Workout,running,10.534672064712865,92.85126953125,156.0,3.0429999828338627,8.813873745749177,2024-09-23 18:27:00,9,2024
119,2024-09-22 18:31:50,Austin Running,running,8.0355552149872,80.96682942708334,145.0,2.661999940872192,10.076071567036369,2024-09-22 18:31:50,9,2024
120,2024-09-21 06:53:27,Austin Running,running,10.149757140349461,109.17520345052084,144.0,2.49399995803833,10.756435049712124,2024-09-21 06:53:27,9,2024
121,2024-09-20 18:16:53,Austin Running,running,10.050511656758362,106.618212890625,146.0,2.5280001163482666,10.608237324806314,2024-09-20 18:16:53,9,2024
122,2024-09-19 18:44:08,Austin Running,running,6.018206124094349,62.25495198567708,146.0,2.5929999351501465,10.34443664806272,2024-09-19 18:44:08,9,2024
123,2024-09-18 18:29:14,Austin Running - 9 mile tempo,running,11.02133192022817,96.72334798177083,168.0,3.055999994277954,8.776012616428705,2024-09-18 18:29:14,9,2024
124,2024-09-16 18:26:13,Austin - 2 x 3 Miles Workout,running,11.007263653112457,99.8953857421875,157.0,2.9549999237060547,9.07540592197414,2024-09-16 18:26:13,9,2024
125,2024-09-15 08:45:55,Austin Running,running,7.031093443197212,78.57027994791666,142.0,2.4000000953674316,11.1746886288271,2024-09-15 08:45:55,9,2024
126,2024-09-14 06:42:56,Austin Running,running,16.029608313811874,174.32750651041667,146.0,2.4660000801086426,10.875344119307506,2024-09-14 06:42:56,9,2024
127,2024-09-13 06:24:02,Austin Running,running,6.030497046731891,67.10343424479167,138.0,2.4100000858306885,11.127347169692598,2024-09-13 06:24:02,9,2024
128,2024-09-12 18:29:49,Austin Running,running,9.533001008953981,99.97154947916667,150.0,2.558000087738037,10.486891733806305,2024-09-12 18:29:49,9,2024
129,2024-09-11 18:30:55,Austin Running -9 mile tempo,running,11.015689807234644,94.1975341796875,168.0,3.1370000839233403,8.551215205589985,2024-09-11 18:30:55,9,2024
130,2024-09-09 18:26:43,Austin - 3 x 2 Miles Workout,running,10.516143749145613,91.56083170572917,157.0,3.0810000896453857,8.70669267079656,2024-09-09 18:26:43,9,2024
131,2024-09-08 07:11:15,Austin Running,running,7.53264075840096,79.1728515625,136.0,2.552000045776367,10.510636853908181,2024-09-08 07:11:15,9,2024
132,2024-09-07 06:30:22,Austin Running,running,10.155063687792822,106.6033203125,143.0,2.5550000667572017,10.497553101576852,2024-09-07 06:30:22,9,2024
133,2024-09-06 18:32:12,Austin Running,running,10.216504951175638,105.92237955729166,141.0,2.5869998931884766,10.367770589207508,2024-09-06 18:32:12,9,2024
134,2024-09-05 18:27:11,Austin Running - 9 mile tempo,running,11.037300714112618,95.98391927083334,165.0,3.0840001106262207,8.696321841453996,2024-09-05 18:27:11,9,2024
135,2024-09-04 05:55:44,Austin Running,running,6.123628319683846,64.3448486328125,140.0,2.552999973297119,10.50763457115479,2024-09-04 05:55:44,9,2024
136,2024-09-02 18:27:09,Austin - 4 x 1.5 Miles Workout,running,11.012465222544646,97.00111490885416,159.0,3.0450000762939453,8.808301588119807,2024-09-02 18:27:09,9,2024
137,2024-09-01 18:52:19,Austin Running,running,6.334640190233264,62.04108479817708,144.0,2.739000082015991,9.793939819002176,2024-09-01 18:52:19,9,2024
138,2024-08-31 06:41:29,Austin Running,running,16.02052437839425,165.68211263020834,150.0,2.5940001010894775,10.341865766494642,2024-08-31 06:41:29,8,2024
139,2024-08-29 18:52:59,Austin Running - 8 mile tempo,running,10.070935644619844,89.0699462890625,159.0,3.0329999923706055,8.844257319492055,2024-08-29 18:52:59,8,2024
140,2024-08-28 18:43:07,Austin Running,running,8.017684073906073,79.734765625,143.0,2.697000026702881,9.944862492711643,2024-08-28 18:43:07,8,2024
141,2024-08-27 18:56:12,Austin - 6 x 1M Workout,running,10.516149817238745,94.4588134765625,158.0,2.986000061035156,8.982262055806734,2024-08-27 18:56:12,8,2024
142,2024-08-26 06:52:56,Austin Running,running,6.077932544358246,65.37233479817708,138.0,2.49399995803833,10.755686135223401,2024-08-26 06:52:56,8,2024
143,2024-08-25 07:57:17,Austin Running,running,7.020107767392223,74.1377685546875,139.0,2.539999961853027,10.560773568042766,2024-08-25 07:57:17,8,2024
144,2024-08-24 06:37:37,Austin Running,running,10.523220359355388,114.20555013020834,142.0,2.4709999561309814,10.852718676434153,2024-08-24 06:37:37,8,2024
145,2024-08-23 06:02:56,Austin Running,running,10.018902352827867,110.36165364583333,144.0,2.434999942779541,11.015343773131335,2024-08-23 06:02:56,8,2024
146,2024-08-22 19:14:08,Austin Running,running,6.1004882533367715,65.15563151041667,144.0,2.5109999179840083,10.680396192022602,2024-08-22 19:14:08,8,2024
147,2024-08-21 19:14:18,Austin Running - 8 mile tempo,running,10.044558857396511,89.0578369140625,169.0,3.0250000953674316,8.86627657604724,2024-08-21 19:14:18,8,2024
148,2024-08-19 19:16:01,Austin - 6 x 800M Workout,running,7.478606209494265,72.381103515625,149.0,2.7709999084472656,9.678421551830809,2024-08-19 19:16:01,8,2024
149,2024-08-18 18:59:05,Austin Running,running,6.240993129365144,68.25978190104166,139.0,2.4519999027252197,10.937326878292092,2024-08-18 18:59:05,8,2024
150,2024-08-17 06:35:56,Austin Running,running,15.121292443641494,164.40423177083332,150.0,2.4670000076293945,10.872366392197204,2024-08-17 06:35:56,8,2024
151,2024-08-16 06:27:08,Austin Running,running,7.036859952099929,77.87797037760417,147.0,2.4240000247955322,11.067147976188433,2024-08-16 06:27:08,8,2024
152,2024-08-15 19:06:47,Austin Running,running,7.27418064722961,77.38158365885417,152.0,2.5209999084472656,10.637841897468569,2024-08-15 19:06:47,8,2024
153,2024-08-14 19:28:41,8 Mile Tempo,running,10.017560090627214,87.6431640625,172.0,3.065999984741211,8.74895316520258,2024-08-14 19:28:41,8,2024
154,2024-08-12 19:07:04,Austin - 5 x 1K Workout,running,7.364112214673407,67.36563313802084,157.0,2.931999921798706,9.147828166413738,2024-08-12 19:07:04,8,2024
155,2024-08-11 19:02:26,Austin Running,running,7.264108219440889,76.128515625,148.0,2.559000015258789,10.480091062142732,2024-08-11 19:02:26,8,2024
156,2024-08-10 06:47:58,Austin Running,running,10.488355523459928,113.67313639322917,143.0,2.4749999046325684,10.838032343485088,2024-08-10 06:47:58,8,2024
157,2024-08-09 05:35:33,Austin Running,running,10.091012537554215,107.97643229166667,153.0,2.506999969482422,10.700257470677684,2024-08-09 05:35:33,8,2024
158,2024-08-08 19:20:17,Austin Running,running,6.039246023408665,64.58583170572916,146.0,2.507999897003174,10.694353476475147,2024-08-08 19:20:17,8,2024
159,2024-08-07 18:57:01,Austin Running,running,9.011097668531821,96.63683268229167,149.0,2.500999927520752,10.724202115771398,2024-08-07 18:57:01,8,2024
160,2024-08-06 19:17:08,Austin Running,running,7.238445646779115,74.99486490885417,149.0,2.5889999866485596,10.360631075847696,2024-08-06 19:17:08,8,2024
161,2024-08-04 19:18:51,Austin - 6 Miles Easy,running,6.051430754416407,61.95873209635417,148.0,2.619999885559082,10.238691412131905,2024-08-04 19:18:51,8,2024
162,2024-08-03 07:32:41,Boston Running,running,6.010824288800068,59.51009928385417,145.0,2.7090001106262207,9.900488922083278,2024-08-03 07:32:41,8,2024
163,2024-08-02 06:49:37,Boston Running,running,15.03927731049685,146.0703125,152.0,2.76200008392334,9.71258854293806,2024-08-02 06:49:37,8,2024
164,2024-07-31 19:45:17,Austin Running,running,9.090683137186673,77.83101399739583,165.0,3.132999897003174,8.561624338111347,2024-07-31 19:45:17,7,2024
165,2024-07-30 19:22:18,Austin Running,running,7.267227826119714,76.58138020833333,143.0,2.5450000762939453,10.537908269930135,2024-07-30 19:22:18,7,2024
166,2024-07-29 19:39:40,Austin - 3 x 1 Mile Workout,running,7.614345205177278,73.831298828125,149.0,2.7660000324249268,9.696342474455236,2024-07-29 19:39:40,7,2024
167,2024-07-28 07:34:54,Austin Running,running,7.27041539544161,76.4407470703125,138.0,2.5510001182556152,10.513944927856414,2024-07-28 07:34:54,7,2024
168,2024-07-27 07:05:42,Austin Running,running,10.042663185102278,105.91431477864583,144.0,2.5429999828338623,10.546437018396048,2024-07-27 07:05:42,7,2024
169,2024-07-26 05:59:08,Austin Running,running,8.082642404067817,85.22266438802083,150.0,2.5439999103546143,10.543911276481825,2024-07-26 05:59:08,7,2024
170,2024-07-25 19:22:37,Austin Running,running,6.044067730210832,61.117915852864584,145.0,2.6530001163482666,10.11205012600556,2024-07-25 19:22:37,7,2024
171,2024-07-24 19:28:08,7 mile tempo,running,9.067331901198628,76.59146321614584,172.0,3.174999952316284,8.44696808837681,2024-07-24 19:28:08,7,2024
172,2024-07-22 18:47:24,Austin - 4 x 1200M Workout,running,7.0890364508898065,66.1142333984375,149.0,2.875999927520752,9.3262651217062,2024-07-22 18:47:24,7,2024
173,2024-07-21 14:59:38,Austin Running,running,7.276243798894267,72.59363606770833,145.0,2.687999963760376,9.976800953087912,2024-07-21 14:59:38,7,2024
